Key;Item Type;Publication Year;Author;Title;CitationCount;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
DVBYGJSA;journalArticle;2024;"Kang, Long; Ai, Jun; Lu, Minyan";Automated structural test case generation for human-computer interaction software based on large language model;;International Conferences on Dependable Systems and Their Applications;;;10.1109/dsa63982.2024.00027;;As software systems expand in complexity, managing the vast and varied collection of test cases becomes increasingly difficult with traditional manual testing methods. This paper presents a new approach for automating the generation of structured test cases, named Test Element Extraction and Restructuring (TEER), which leverages the advanced natural language processing capabilities of large language models (LLMs). Specifically targeting human-computer interaction (HCI) software, TEER employs prompt tuning techniques to extract critical elements from natural language test cases and systematically reassemble them into structured formats. The study evaluates the effectiveness of TEER by applying it to common test cases from desktop HCI applications. The experimental results demonstrate that this method successfully produces structured test cases that meet predefined requirements.;2024;30.04.2025 13:51;05.05.2025 12:06;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\TW3QY6EP\Kang et al. - 2024 - Automated structural test case generation for human-computer interaction software based on large lan.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.3. Fine-tuned / Instruction-tuned; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.3. Test Classification; 3.1.5. Test Prioritization; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.3. Instructional / Role prompting; 5.4. Visual / GUI-based Prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YZUJDQ76;journalArticle;2024;"Ozer, Edipcan; Akcayol, M. A.";Automated test case output generation using Seq2Seq models;;Proceedings of the 2024 13th International Conference on Software and Information Engineering;;;10.1145/3708635.3708644;;;2024;30.04.2025 13:51;05.05.2025 12:06;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\A56PSMCF\Ozer and Akcayol - 2024 - Automated test case output generation using Seq2Seq models.pdf;;"1. LLM; 1.1. Transformer-based Models; 2. ML; 2.2. Deep Learning; 2.2.1. CNN / RNN / LSTM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 4. Software Engineering";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V9C8EVVU;journalArticle;2024;"Hadzhikoleva, S.; Rachovski, Todor; Ivanov, Ivan; Hadzhikolev, E.; Dimitrov, G.";Automated test creation using large language models: a practical application;;Applied Sciences;;;10.3390/app14199125;;The article presents work on developing a software application for test creation using artificial intelligence and large language models. Its main goal is to optimize the educators’ work by automating the process of test generation and evaluation, with the tests being stored for subsequent analysis and use. The application can generate test questions based on specified criteria such as difficulty level, Bloom’s taxonomy level, question type, style and format, feedback inclusion, and more, thereby providing opportunities to enhance the adaptability and efficiency of the learning process. It is developed on the Google Firebase platform, utilizing the ChatGPT API, and also incorporates cloud computing to ensure scalability and data reliability.;2024;30.04.2025 13:51;05.05.2025 12:06;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\LZ7TK6T7\Hadzhikoleva et al. - 2024 - Automated test creation using large language models a practical application.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.4. Visual / GUI-based Prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6B8WPB5F;journalArticle;2021;"Avdeenko, Tatiana; Serdyukov, Konstantin";Automated Test Data Generation Based on a Genetic Algorithm with Maximum Code Coverage and Population Diversity;;Applied Sciences;;2076-3417;10.3390/app11104673;https://www.mdpi.com/2076-3417/11/10/4673;In the present paper, we investigate an approach to intelligent support of the software white-box testing process based on an evolutionary paradigm. As a part of this approach, we solve the urgent problem of automated generation of the optimal set of test data that provides maximum statement coverage of the code when it is used in the testing process. We propose the formulation of a fitness function containing two terms, and, accordingly, two versions for implementing genetic algorithms (GA). The first term of the fitness function is responsible for the complexity of the code statements executed on the path generated by the current individual test case (current set of statements). The second term formulates the maximum possible difference between the current set of statements and the set of statements covered by the remaining test cases in the population. Using only the first term does not make it possible to obtain 100 percent statement coverage by generated test cases in one population, and therefore implies repeated launch of the GA with changed weights of the code statements which requires recompiling the code under the test. By using both terms of the proposed fitness function, we obtain maximum statement coverage and population diversity in one launch of the GA. Optimal relation between the two terms of fitness function was obtained for two very different programs under testing.;2021-05-20;02.05.2025 11:53;05.05.2025 12:06;02.05.2025 11:53;4673;;10.0;11.0;;Applied Sciences;;;;;;;;en;https://creativecommons.org/licenses/by/4.0/;;;;DOI.org (Crossref);;;;C:\Users\DK00747\Zotero\storage\BIEYD9DP\Avdeenko and Serdyukov - 2021 - Automated Test Data Generation Based on a Genetic Algorithm with Maximum Code Coverage and Populatio.pdf;;"2. ML; 2.1. Traditional Machine Learning; 2.5. Reinforcement Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.2. Test Data Generation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEBZI5A6;journalArticle;2025;"Rosenbach, Tim; Heidrich, David; Weinert, Alexander";Automated testing of the GUI of a real-life engineering software using large language models;;International Conference on Software Testing, Verification and Validation Workshops;;;10.1109/icstw64639.2025.10962502;;One important step in software development is testing the finished product with actual users. These tests aim, among other goals, at determining unintuitive behavior of the software as it is presented to the end-user. Moreover, they aim to determine inconsistencies in the user-facing interface. They provide valuable feedback for the development of the software, but are time-intensive to conduct.In this work, we present GERALLT, a system that uses Large Language Models (LLMs) to perform exploratory tests of the Graphical User Interface (GUI) of a real-life engineering software. GERALLT automatically generates a list of potential unintuitive and inconsistent parts of the interface. We present the architecture of GERALLT and evaluate it on a real-world use case of the engineering software, which has been extensively tested by developers and users. Our results show that GERALLT is able to determine issues with the interface that support the software development team in future development of the software.;2025;30.04.2025 13:51;05.05.2025 12:07;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.3. Functional Testing; 3.5. Robustness / Non-functional Testing; 4. Software Engineering; 4.1. Development Task Automation; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.4. Visual / GUI-based Prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVVPQ29Q;journalArticle;2024;"Alshahwan, N.; Chheda, Jubin; Finogenova, Anastasia; Gokkaya, Beliz; Harman, Mark; Harper, Inna; Marginean, Alexandru; Sengupta, Shubho; Wang, Eddy";Automated unit test improvement using large language models at meta;;SIGSOFT FSE Companion;;;10.48550/arxiv.2402.09171;;This paper describes Meta's TestGen-LLM tool, which uses LLMs to automatically improve existing human-written tests. TestGen-LLM verifies that its generated test classes successfully clear a set of filters that assure measurable improvement over the original test suite, thereby eliminating problems due to LLM hallucination. We describe the deployment of TestGen-LLM at Meta test-a-thons for the Instagram and Facebook platforms. In an evaluation on Reels and Stories products for Instagram, 75;2024;30.04.2025 13:51;05.05.2025 12:07;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\K8XZS5SB\Alshahwan et al. - 2024 - Automated unit test improvement using large language models at meta.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.4. Test Repair; 3.1.8. Test Quality Analysis; 3.3. Functional Testing; 3.5. Robustness / Non-functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LQLZANIZ;journalArticle;2024;"Ö?al, Akdeniz Kutay; Keskinöz, Mehmet";Automatic unit test code generation using large language models;;Signal Processing and Communications Applications Conference;;;10.1109/siu61531.2024.10600772;;This study aimed to automate the production of unit tests, a critical component of the software development process. By using pre-trained Large Language Models, manual effort and training costs were reduced, and test production capacity was increased. Instead of directly feeding the test functions obtained from the Java projects to be tested into the model, the project was analyzed to extract additional information. The data obtained from this analysis were used to create an effective prompt template. Furthermore, the sources of the problematic tests produced were identified, and this information was fed back into the model, enabling it to autonomously correct the errors. The results of the study showed that the model was able to generate tests covering;2024;30.04.2025 13:51;05.05.2025 12:07;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;;;"1. LLM; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.4. Test Repair; 3.1.8. Test Quality Analysis; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.5. Self-improving Prompts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U3NZMXYL;conferencePaper;2021;"Zheng, Yan; Liu, Yi; Xie, Xiaofei; Liu, Yepang; Ma, Lei; Hao, Jianye; Liu, Yang";Automatic Web Testing Using Curiosity-Driven Reinforcement Learning;;2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE);978-1-6654-0296-5;;10.1109/ICSE43902.2021.00048;https://ieeexplore.ieee.org/document/9402046/;;2021-05;02.05.2025 11:53;05.05.2025 12:07;02.05.2025 11:53;423-435;;;;;;;;;;;IEEE;Madrid, ES;;;;;;DOI.org (Crossref);;;;C:\Users\DK00747\Zotero\storage\B3KJP3V9\Zheng et al. - 2021 - Automatic Web Testing Using Curiosity-Driven Reinforcement Learning.pdf;;"1. LLM; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.5. Reinforcement Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.6. Failure Detection; 3.3. Functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE);;;;;;;;;;;;;;;
VHA6F7R5;journalArticle;2024;"Wen, Cheng; Cai, Yuandao; Zhang, Bin; Su, Jie; Xu, Zhiwu; Liu, Dugang; Qin, Shengchao; Ming, Zhong; Cong, Tian";Automatically inspecting thousands of static bug warnings with large language model: How far are we?;;ACM Transactions on Knowledge Discovery from Data;;;10.1145/3653718;;Static analysis tools for capturing bugs and vulnerabilities in software programs are widely employed in practice, as they have the unique advantages of high coverage and independence from the execution environment. However, existing tools for analyzing large codebases often produce a great deal of false warnings over genuine bug reports. As a result, developers are required to manually inspect and confirm each warning, a challenging, time-consuming, and automation-essential task. This article advocates a fast, general, and easily extensible approach called Llm4sa that automatically inspects a sheer volume of static warnings by harnessing (some of) the powers of Large Language Models (LLMs). Our key insight is that LLMs have advanced program understanding capabilities, enabling them to effectively act as human experts in conducting manual inspections on bug warnings with their relevant code snippets. In this spirit, we propose a static analysis to effectively extract the relevant code snippets via program dependence traversal guided by the bug warning reports themselves. Then, by formulating customized questions that are enriched with domain knowledge and representative cases to query LLMs, Llm4sa can remove a great deal of false warnings and facilitate bug discovery significantly. Our experiments demonstrate that Llm4sa is practical in automatically inspecting thousands of static warnings from Juliet benchmark programs and 11 real-world C/C++ projects, showcasing a high precision (81.13;2024;30.04.2025 13:51;05.05.2025 12:07;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\NQCR9JCJ\Wen et al. - 2024 - Automatically inspecting thousands of static bug warnings with large language model How far are we.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.6. Failure Detection; 3.1.8. Test Quality Analysis; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y4HG9GYC;journalArticle;2021;"Esnaashari, Mehdi; Damia, Amir Hossein";Automation of software test data generation using genetic algorithm and reinforcement learning;;Expert Systems with Applications;;09574174;10.1016/j.eswa.2021.115446;https://linkinghub.elsevier.com/retrieve/pii/S0957417421008605;;2021-11;02.05.2025 11:53;05.05.2025 12:07;02.05.2025 11:53;115446;;;183.0;;Expert Systems with Applications;;;;;;;;en;;;;;DOI.org (Crossref);;;;C:\Users\DK00747\Zotero\storage\8VXNSTSH\Esnaashari and Damia - 2021 - Automation of software test data generation using genetic algorithm and reinforcement learning.pdf;;"2. ML; 2.1. Traditional Machine Learning; 2.5. Reinforcement Learning Strategies; 3. Software Testing; 3.1. Test Automation; 3.2. Test Data Generation; 3.1.8. Test Quality Analysis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VB5P8WEU;journalArticle;2025;"Shin, Subin; Oh, Jeesun; Lee, Sangwon";Can llms see what I see? A study on five prompt engineering techniques for evaluating UX on a shopping site;;CHI Extended Abstracts;;;10.1145/3706599.3720079;;;2025;30.04.2025 13:51;05.05.2025 12:07;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\XR4GCKWQ\Shin et al. - 2025 - Can llms see what I see A study on five prompt engineering techniques for evaluating UX on a shoppi.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.3. Functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.3. Instructional / Role prompting; 5.4. Visual / GUI-based Prompting";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55GLYV8J;journalArticle;2023;"Xie, Zhuokui; Chen, Yinghao; Zhi, Chen; Deng, Shuiguang; Yin, Jianwei";ChatUniTest: a ChatGPT-based automated unit test generation tool;105;arXiv e-prints;;;;;;2023;04.05.2025 10:41;05.05.2025 12:07;;arXiv–2305;;;;;;ChatUniTest;;;;;;;;;;;;Google Scholar;;;;C:\Users\DK00747\Zotero\storage\8GZ5ELQQ\Xie et al. - 2023 - ChatUniTest a ChatGPT-based automated unit test generation tool.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.3. Functional Testing; 3.1.9. Automated testing tools; 5. Prompt Engineering; 5.1. Prompting Strategies; 5.5. Self-improving Prompts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WRRG9NGY;journalArticle;2023;"Chen, Yinghao; Hu, Zehao; Zhi, Chen; Han, Junxiao; Deng, Shuiguang; Yin, Jianwei";ChatUniTest: a framework for LLM-based test generation;;SIGSOFT FSE Companion;;;10.1145/3663529.3663801;;Unit testing is an essential yet frequently arduous task. Various automated unit test generation tools have been introduced to mitigate this challenge. Notably, methods based on large language models (LLMs) have garnered considerable attention and exhibited promising results in recent years. Nevertheless, LLM-based tools encounter limitations in generating accurate unit tests. This paper presents ChatUniTest, an LLM-based automated unit test generation framework. ChatUniTest incorporates an adaptive focal context mechanism to encompass valuable context in prompts and adheres to a generation-validation-repair mechanism to rectify errors in generated unit tests. Subsequently, we have developed ChatUniTest Core, a common library that implements core workflow, complemented by the ChatUniTest Toolchain, a suite of seamlessly integrated tools enhancing the capabilities of ChatUniTest. Our effectiveness evaluation reveals that ChatUniTest outperforms TestSpark and EvoSuite in half of the evaluated projects, achieving the highest overall line coverage. Furthermore, insights from our user study affirm that ChatUniTest delivers substantial value to various stakeholders in the software testing domain. ChatUniTest is available at https://github.com/ZJU-ACES-ISE/ChatUniTest, and the demo video is available at https://www.youtube.com/watch?v=GmfxQUqm2ZQ.;2023;30.04.2025 13:51;05.05.2025 12:07;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\78XNY6IB\Chen et al. - 2023 - ChatUniTest a framework for LLM-based test generation.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.4. Integration Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YWJ3M2MV;journalArticle;2024;"Mu, Fangwen; Shi, Lin; Wang, Song; Yu, Zhuohao; Zhang, Binquan; Wang, ChenXue; Liu, Shichao; Wang, Qing";ClarifyGPT: a framework for enhancing LLM-based code generation via requirements clarification;;Proc. ACM Softw. Eng.;;;10.1145/3660810;;Large Language Models (LLMs), such as ChatGPT, have demonstrated impressive capabilities in automatically generating code from provided natural language requirements. However, in real-world practice, it is inevitable that the requirements written by users might be ambiguous or insufficient. Current LLMs will directly generate programs according to those unclear requirements, regardless of interactive clarification, which will likely deviate from the original user intents. To bridge that gap, we introduce a novel framework named ClarifyGPT, which aims to enhance code generation by empowering LLMs with the ability to identify ambiguous requirements and ask targeted clarifying questions. Specifically, ClarifyGPT first detects whether a given requirement is ambiguous by performing a code consistency check. If it is ambiguous, ClarifyGPT prompts an LLM to generate targeted clarifying questions. After receiving question responses, ClarifyGPT refines the ambiguous requirement and inputs it into the same LLM to generate a final code solution. To evaluate our ClarifyGPT, we invite ten participants to use ClarifyGPT for code generation on two benchmarks: MBPP-sanitized and MBPP-ET. The results show that ClarifyGPT elevates the performance (Pass@1) of GPT-4 from 70.96;2024;30.04.2025 13:51;05.05.2025 12:08;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\SQS52GKE\Mu et al. - 2024 - ClarifyGPT a framework for enhancing LLM-based code generation via requirements clarification.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.5. Requirement Classification; 4.1.5. Requirement Classification; 4.1.6. Requirement Generation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WKVDJZKJ;journalArticle;2023;"Lemieux, Carole; Inala, Jeevana Priya; Lahiri, Shuvendu K.; Sen, Siddhartha";CodaMosa: Escaping coverage plateaus in test generation with pre-trained large language models;;International Conference on Software Engineering;;;10.1109/icse48619.2023.00085;;Search-based software testing (SBST) generates high-coverage test cases for programs under test with a combination of test case generation and mutation. SBST's performance relies on there being a reasonable probability of generating test cases that exercise the core logic of the program under test. Given such test cases, SBST can then explore the space around them to exercise various parts of the program. This paper explores whether Large Language Models (LLMs) of code, such as OpenAI's Codex, can be used to help SBST's exploration. Our proposed algorithm, CodaMosa, conducts SBST until its coverage improvements stall, then asks Codex to provide example test cases for under-covered functions. These examples help SBST redirect its search to more useful areas of the search space. On an evaluation over 486 benchmarks, CodaMosa achieves statistically significantly higher coverage on many more benchmarks (173 and 279) than it reduces coverage on (10 and 4), compared to SBST and LLM-only baselines.;2023;30.04.2025 13:51;05.05.2025 12:08;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: 4384304865 tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\JZCVXVF8\Lemieux et al. - 2023 - CodaMosa Escaping coverage plateaus in test generation with pre-trained large language models.pdf;;"1. LLM; 1.1. Transformer-based Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.2. Test Data Generation; 3.2.1. Test Oracle";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BPFIIC7F;journalArticle;2024;"Ryan, Gabriel; Jain, Siddhartha; Shang, Mingyue; Wang, Shiqi; Ma, Xiaofei; Ramanathan, M.; Ray, Baishakhi";Code-aware prompting: a study of coverage guided test generation in regression setting using LLM;;Proc. ACM Softw. Eng.;;;10.48550/arxiv.2402.00097;;Testing plays a pivotal role in ensuring software quality, yet conventional Search Based Software Testing (SBST) methods often struggle with complex software units, achieving suboptimal test coverage. Recent work using large language models (LLMs) for test generation have focused on improving generation quality through optimizing the test generation context and correcting errors in model outputs, but use fixed prompting strategies that prompt the model to generate tests without additional guidance. As a result LLM-generated testsuites still suffer from low coverage. In this paper, we present SymPrompt, a code-aware prompting strategy for LLMs in test generation. SymPrompt’s approach is based on recent work that demonstrates LLMs can solve more complex logical problems when prompted to reason about the problem in a multi-step fashion. We apply this methodology to test generation by deconstructing the testsuite generation process into a multi-stage sequence, each of which is driven by a specific prompt aligned with the execution paths of the method under test, and exposing relevant type and dependency focal context to the model. Our approach enables pretrained LLMs to generate more complete test cases without any additional training. We implement SymPrompt using the TreeSitter parsing framework and evaluate on a benchmark challenging methods from open source Python projects. SymPrompt enhances correct test generations by a factor of 5 and bolsters relative coverage by 26;2024;30.04.2025 13:51;05.05.2025 12:08;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\4GDZNNSV\Ryan et al. - 2024 - Code-aware prompting a study of coverage guided test generation in regression setting using LLM.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 3. Software Testing; 3.1. Test Automation; 3.1.1. Test Generation; 3.1.8. Test Quality Analysis; 3.5. Robustness / Non-functional Testing; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5D7NKGXM;journalArticle;2021;"Wang, Yue; Wang, Weishi; Joty, Shafiq; Hoi, Steven C. H.";CodeT5: Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Generation;;;;;10.48550/arXiv.2109.00859;http://arxiv.org/abs/2109.00859;Pre-trained models for Natural Languages (NL) like BERT and GPT have been recently shown to transfer well to Programming Languages (PL) and largely benefit a broad set of code-related tasks. Despite their success, most current methods either rely on an encoder-only (or decoder-only) pre-training that is suboptimal for generation (resp. understanding) tasks or process the code snippet in the same way as NL, neglecting the special characteristics of PL such as token types. We present CodeT5, a unified pre-trained encoder-decoder Transformer model that better leverages the code semantics conveyed from the developer-assigned identifiers. Our model employs a unified framework to seamlessly support both code understanding and generation tasks and allows for multi-task learning. Besides, we propose a novel identifier-aware pre-training task that enables the model to distinguish which code tokens are identifiers and to recover them when they are masked. Furthermore, we propose to exploit the user-written code comments with a bimodal dual generation task for better NL-PL alignment. Comprehensive experiments show that CodeT5 significantly outperforms prior methods on understanding tasks such as code defect detection and clone detection, and generation tasks across various directions including PL-NL, NL-PL, and PL-PL. Further analysis reveals that our model can better capture semantic information from code. Our code and pre-trained models are released at https: //github.com/salesforce/CodeT5 .;2021-09-02;02.05.2025 11:56;13.05.2025 15:07;02.05.2025 11:56;;;;;;;CodeT5;;;;;;;;;;;;arXiv.org;;arXiv:2109.00859 [cs];;"C:\Users\DK00747\Zotero\storage\UPC3TQM3\Wang et al. - 2021 - CodeT5 Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Gener.pdf; C:\Users\DK00747\Zotero\storage\XYVQ7QS7\2109.html";;"1. LLM; 1.1. Transformer-based Models; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.1.4. Source Code Analysis";"Computer Science - Computation and Language; Computer Science - Programming Languages";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI5DCY76;conferencePaper;2025;"Furman, Deborah Ann; Farchi, Eitan; Gildein, Michael Edward; Hicks, Andrew CM; Rawlins, Ryan Thomas";Combinatorial Test Design Model Creation using Large Language Models;0;2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW);;;;https://ieeexplore.ieee.org/abstract/document/10962528/;;2025;30.04.2025 12:01;05.05.2025 12:08;30.04.2025 12:01;314–323;;;;;;;;;;;IEEE;;;;;;;Google Scholar;;;;;;"1. LLM; 3. Software Testing; 3.1. Test Automation; 5. Prompt Engineering; 5.1. Prompting Strategies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7SB6KGDZ;journalArticle;2023;"Martins, José; Branco, Frederico; Mamede, Henrique";Combining low-code development with ChatGPT to novel no-code approaches: A focus-group study;;Intelligent Systems with Applications;;26673053;10.1016/j.iswa.2023.200289;https://linkinghub.elsevier.com/retrieve/pii/S266730532300114X;;2023-11;14.12.2024 7:42;05.05.2025 12:08;14.12.2024 7:42;200289;;;20.0;;Intelligent Systems with Applications;Combining low-code development with ChatGPT to novel no-code approaches;;;;;;;en;;;;;DOI.org (Crossref);;;;C:\Users\DK00747\Zotero\storage\ACTVIB8Q\Martins et al. - 2023 - Combining low-code development with ChatGPT to nov.pdf;;"1. LLM; 1.1. Transformer-based Models; 1.2. Multimodal Models; 4. Software Engineering; 4.1. Development Task Automation; 4.1.1. Code Generation; 4.2. Development Process Automation; 4.2.2. Debugging Support; 4.2.4. Low-code / No-code Development";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TNCF3C39;conferencePaper;2024;"Wanigasekara, Sashini; Asanka, Dinesh; Rajapakse, Chathura; Wickramaarachchi, Dilani; Wijesinghe, Abhiru";Comparing the adaptability of a genetic algorithm and an LLM-based framework for automated software test data generation: In the context of web applications;;2024 IEEE 3rd International Conference on Data, Decision and Systems (ICDDS);;;10.1109/icdds62937.2024.10910287;;In the fast-paced world of software development, ensuring software quality is paramount. Software Quality Assurance (SQA) plays a vital role, primarily through testing, which can be carried out manually or automatically. Yet, creating comprehensive test data (TD) for web applications can be a formidable task. Manual test data generation (TDG) is time-consuming and error prone. Automation of TDG has become increasingly important in the realm of software quality assurance as it enables efficient and effective testing of software systems. The need for an appropriate framework for automated TDG is critical to achieve comprehensive and reliable test coverage. Automated TDG offers significant advantages, including time and resource savings, improved test coverage, and seamless integration into the software development process. The core aim of this research is to bridge the gap between manual and existing automated methods, resulting in time and cost savings, heightened testing efficiency, and elevated software quality. Research objectives encompass comparing the adaptability of an AGA based automated TDG model and a LLM based automated TDG model to a web application. The results from the LLM model for triangle classification program was found to be potentially acceptable and accurate than the AGA model's results. This research discusses the challenges encountered when implementing and using the AGA-based framework in the web application context and how an LLM model could overcome the challenges. The study highlights the benefits of using the LLM approach, demonstrating its relevance and accuracy in generating test data compared to the Genetic Algorithm-based model. The practical implications for software quality assurance practices are discussed, emphasizing the enhanced efficiency and effectiveness of the LLM model in improving software quality.;2024;30.04.2025 13:51;09.05.2025 9:46;;;;;;;;;;;;;;;;;;;;;;PMID: null tex.mag_id: null tex.pmcid: null;;C:\Users\DK00747\Zotero\storage\84S8SWZH\authors.html;;"1. LLM; 1.3. Fine-tuned / Instruction-tuned; 2. ML; 2.1. Traditional Machine Learning; 2.1.2. Feature-based Models; 2.2. Deep Learning; 2.2.3. Transfer / Ensemble Learning; 3. Software Testing; 3.1. Test Automation; 3.2. Test Data Generation; 3.2.3. Test Datasets (HTML, Screenshots, UML); 3.5. Robustness / Non-functional Testing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
