Timestamp;Project;Model;PromptType;Resolution;RunID;TestModule;Repeat;Status;ExecutionTime(sec);TotalTests;TotalTime(sec);MutationType;MutationDescription;ExpectedResult;Match
20250524_120428;medusa;gpt4o;simple;768;4;test_login;1;pass;4.76;1;4.76;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;768;3;test_register;1;pass;5.74;1;5.75;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;768;5;test_login;1;pass;4.81;1;4.81;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;768;4;test_register;1;pass;6.6;1;6.6;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;768;5;test_register;1;pass;6.32;1;6.32;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;1;test_login;1;pass;5.09;1;5.09;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;1;test_register;1;pass;6.11;1;6.11;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;3;test_login;1;pass;4.76;1;4.76;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;2;test_register;1;pass;6.24;1;6.24;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;3;test_register;1;pass;5.73;1;5.73;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;4;test_login;1;pass;5.28;1;5.28;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;4;test_register;1;pass;5.61;1;5.62;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;5;test_login;1;pass;4.82;1;4.82;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;5;test_register;1;pass;6.06;1;6.06;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Matched
20250524_120428;medusa;gpt4o;simple;source;2;test_login;1;fail;23.95;1;23.95;RENAME;Renamed buttons - add to cart, sign in, register, account and store button ;pass;Mismatch
20250525_125319;medusa;gpt4o;detailed;1024;3;test_register;1;error;5.38;1;5.95;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;2;test_register;1;error;5.49;1;6.07;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;4;test_login;1;error;11.45;1;11.45;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;2;test_login;1;error;16.84;1;17.42;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;5;test_login;1;error;5.15;1;5.15;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;1;test_register;1;error;35.65;1;36.23;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;4;test_register;1;error;30.16;1;30.16;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;3;test_login;1;error;37.24;1;37.82;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;2;test_login;1;error;5.07;1;5.07;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;1024;5;test_register;1;error;24.77;1;24.77;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;3;test_login;1;fail;4.81;1;4.81;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;1;test_login;1;error;25.28;1;25.28;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;1;test_register;1;error;25.05;1;25.05;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;2;test_register;1;fail;24.9;1;24.9;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;4;test_login;1;error;16.99;1;17.0;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;3;test_register;1;error;24.89;1;24.89;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;1;test_login;1;error;4.98;1;4.98;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;4;test_register;1;error;24.71;1;24.71;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;5;test_login;1;error;25.33;1;25.34;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;768;5;test_register;1;error;24.82;1;24.82;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;3;test_login;1;error;4.92;1;4.92;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;1;test_register;1;error;24.66;1;24.67;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;2;test_login;1;error;24.94;1;24.95;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;5;test_login;1;error;4.8;1;4.81;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;4;test_login;1;error;17.08;1;17.08;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;2;test_register;1;error;36.99;1;37.0;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;3;test_register;1;error;24.79;1;24.8;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;5;test_register;1;error;24.65;1;24.65;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;detailed;source;4;test_register;1;error;36.91;1;36.91;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;2;test_login;1;error;16.99;1;16.99;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;1;test_login;1;error;25.39;1;25.4;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;1;test_register;1;error;24.74;1;24.75;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;4;test_login;1;fail;5.05;1;5.05;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;5;test_login;1;fail;4.8;1;4.8;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;2;test_register;1;error;24.68;1;24.68;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;3;test_login;1;error;25.0;1;25.01;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;3;test_register;1;fail;24.84;1;24.84;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;4;test_register;1;error;25.02;1;25.02;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;1024;5;test_register;1;error;24.73;1;24.74;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;1;test_login;1;error;25.17;1;25.18;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;3;test_login;1;error;4.78;1;4.78;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;1;test_register;1;error;24.66;1;24.67;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;2;test_login;1;error;25.38;1;25.38;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;2;test_register;1;error;24.66;1;24.68;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;5;test_login;1;error;4.78;1;4.79;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;3;test_register;1;error;24.13;1;24.13;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;4;test_register;1;error;24.22;1;24.22;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;5;test_register;1;error;24.87;1;24.87;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;1;test_login;1;error;25.53;1;25.54;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;3;test_login;1;fail;4.81;1;4.82;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;768;4;test_login;1;error;45.57;1;45.58;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;1;test_register;1;error;25.04;1;25.04;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;2;test_login;1;error;24.47;1;24.47;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;5;test_login;1;error;4.82;1;4.83;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;2;test_register;1;error;24.36;1;24.36;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;4;test_login;1;error;25.25;1;25.26;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;4;test_register;1;error;24.75;1;24.75;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;2;test_login;1;fail;4.9;1;4.9;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;3;test_login;1;fail;4.08;1;4.08;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;1;test_register;1;error;24.24;1;24.24;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;3;test_register;1;error;45.19;1;45.19;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;4;test_login;1;fail;4.26;1;4.26;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;2;test_register;1;fail;24.82;1;24.82;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;medium;source;5;test_register;1;error;44.68;1;44.68;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;3;test_register;1;error;24.6;1;24.61;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;1;test_login;1;error;4.19;1;4.2;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;4;test_register;1;error;24.61;1;24.62;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;2;test_login;1;fail;4.07;1;4.08;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;5;test_login;1;fail;24.55;1;24.55;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;1024;5;test_register;1;fail;24.75;1;24.76;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;4;test_login;1;fail;4.11;1;4.11;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;1;test_register;1;error;24.8;1;24.81;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;2;test_register;1;error;24.27;1;24.27;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;3;test_login;1;fail;24.36;1;24.36;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;1;test_login;1;fail;4.12;1;4.12;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;5;test_login;1;fail;24.13;1;24.14;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;2;test_login;1;fail;4.1;1;4.1;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;5;test_register;1;error;24.65;1;24.65;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;3;test_login;1;fail;4.09;1;4.1;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;1;test_register;1;error;24.68;1;24.69;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;3;test_register;1;error;57.4;1;57.4;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;768;4;test_register;1;error;48.96;1;48.97;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;5;test_login;1;fail;4.01;1;4.01;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;4;test_login;1;fail;24.13;1;24.13;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;3;test_register;1;error;24.66;1;24.67;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;4;test_register;1;error;24.67;1;24.68;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;5;test_register;1;error;24.69;1;24.7;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250525_125319;medusa;gpt4o;simple;source;2;test_register;1;error;53.04;1;53.04;REMOVE1;Removed add to cart button and filter buttons;fail;Matched
20250524_121349;medusa;gpt4o;detailed;1024;2;test_login;1;error;5.56;1;6.0;REMOVE2;Removed sign in, register, add to cart buttons;fail;Matched
20250524_121349;medusa;gpt4o;detailed;1024;4;test_login;1;error;4.87;1;4.87;REMOVE2;Removed sign in, register, add to cart buttons;fail;Matched
20250524_121349;medusa;gpt4o;detailed;1024;1;test_register;1;error;25.44;1;25.87;REMOVE2;Removed sign in, register, add to cart buttons;fail;Matched
20250524_121349;medusa;gpt4o;detailed;1024;3;test_register;1;error;25.39;1;25.85;REMOVE2;Removed sign in, register, add to cart buttons;fail;Matched
20250524_121349;medusa;gpt4o;detailed;1024;2;test_register;1;error;25.66;1;26.11;REMOVE2;Removed sign in, register, add to cart buttons;fail;Matched
20250524_121349;medusa;gpt4o;detailed;1024;3;test_login;1;error;26.0;1;26.46;REMOVE2;Removed sign in, register, add to cart buttons;fail;Matched
